project_name,repository_url,commit_hash,parent_commit_hash,author,date,message,variability_bug,bug_probability,matched_features,files_changed,build_system_affected,impact_scope,feature_scope,json_source_file,repo_dir
CherryUSB,https://github.com/cherry-embedded/CherryUSB,68bf5296083e566942ccda6a4f4515646471a822,02340e0f44b95f23c227f6d7528f41c0bfe1c0ac,sakumisu,2024-09-19,fix(class/msc/usbd_msc): fix warning and add check for CONFIG_USBDEV_MSC_MAX_BUFSIZE,1,0.9997038245201112,"CONFIG_USBDEV_MSC_MAX_BUFSIZE, USBDEV_MSC_MAX_BUFSIZE",class/msc/usbd_msc.c,0,other,other,CherryUSB.json,repos/CherryUSB
