project_name,repository_url,commit_hash,parent_commit_hash,author,date,message,variability_bug,bug_probability,matched_features,files_changed,build_system_affected,impact_scope,feature_scope,json_source_file,repo_dir
udmabuf,https://github.com/ikwzm/udmabuf,4263c1bf8fb1d9bcf76118d184fadd0fb669c26d,d29189f625371c5630ca6db0b7dc0cd835163bc4,Ichiro Kawazome,2024-10-29,"[change] so that if the constant is defined with -DU_DMA_BUF_XXXX at build, it takes precedence over CONFIG_U_DMA_BUF_XXXX in Kconfig.\n[fix] ""warning: ‘udmabuf_get_option_property’ defined but not used [-Wunused-function]"" when U_DMA_BUF_QUIRK_MMAP!=1\n[update] DRIVER_VERSION to 4.9.0-RC2",1,0.9996033310890198,"U_DMA_BUF, U_DMA_BUF_QUIRK_MMAP","Makefile, u-dma-buf.c",1,build system,other,udmabuf.json,repos/udmabuf
